"key","en","jp","ch","tc","ru","sp","latam","gr","pl","it","tr","fr","br","pr","kr","hu",""
"luna_description","When you reload, create a Black Hole that pulls in nearby enemies.","リロード時に周囲の敵を引き寄せるブラックホールを生成。","换弹时，会创造一个黑洞推向最近的敌人。","換彈時，會創造一個黑洞推向最近的敵人。","Во время перезарядки создает Черную дыру, притягивающую ближайших врагов.","Cuando recargas, creas un Agujero Negro que atrae a los enemigos cercanos.","Cuando recargas, creas un Agujero Negro que atrae a los enemigos cercanos.","Wenn du nachlädst, erschaffst du ein Schwarzes Loch, welches nahe Gegner anzieht.","Po przeładowaniu tworzy Czarną Dziurę, która przyciąga pobliskich przeciwników.","Alla ricarica crea un Buco Nero che attira i nemici vicini.","Şarjörünü yeniden doldurduğunda düşmanları çeken bir Kara Delik oluşturur.","Recharger crée un trou noir qui attire les énnemis proche","Quando você recarregar, cria um Buraco Negro que sugará todos os inimigos próximos.","Quando você recarregar, cria um Buraco Negro que sugará todos os inimigos próximos.","재장전 시 주변의 적을 끌어당기는 블랙홀을 생성합니다.","Amikor újratöltessz, készíts egy Fekete Lyukat ami magába szívja a közeli ellenfeleket.",""
"luna_perk_implosion_name","Implosion","インプロージョン","核聚变","核聚變","Имплозия","Implosión","Implosión","Implosion","Implozja","Implosione","Patlama","Implosion","Implosão","Implosão","루나: 내파","Összeomlás",""
"luna_perk_implosion_description","When <color=#f5d6c1>Black Hole</color> ends, it deals damage equal to your Bullet Damage.","<color=#f5d6c1>ブラックホール</color>は最期に弾と同じダメージを与える。","<color=#f5d6c1>黑洞</color>消失时，会造成子弹伤害。","<color=#f5d6c1>黑洞</color>消失時，會造成子彈傷害。","Когда <color=#f5d6c1>Черная дыра</color> закрывается, она наносит урон равный урону от снарядов.","Cuando termina <color=#f5d6c1>Agujero Negro</color>, inflige daño igual a tu Daño de Bala.","Cuando termina <color=#f5d6c1>Agujero Negro</color>, inflige daño igual a tu Daño de Bala.","Wenn das <color=#f5d6c1>Schwarze Loch</color> endet, verursacht es Schaden in höhe deines Waffenschadens.","Kiedy <color=#f5d6c1>Czarna Dziura</color> się kończy, zadaje obrażenia równe twoim Obrażeniom Pocisku.","Quando il <color=#f5d6c1>Buco Nero</color> scompare, infligge danno uguale al tuo Danno da Proiettile.","<color=#f5d6c1>Kara Delik</color> bittiğinde etrafına Mermi Hasarı kadar hasar verir.","Quand le <color=#f5d6c1>Trou Noir</color> se termine, il fait des dégâts équivalents à ceux de vos balles.","Quando o <color=#f5d6c1>Buraco Negro<color> encerrar, ele causará dano igual ao Dano de sua Bala.","Quando o <color=#f5d6c1>Buraco Negro<color> encerrar, ele causará dano igual ao Dano de sua Bala.","<color=#f5d6c1>블랙홀</color>이 끝날 때, 적에게 탄환과 동일한 피해량을 입힙니다.","Amikor a <color=#f5d6c1>Fekete Lyuk</color> eltűnik, a Golyó Sebzésedhez egyenlő sebzést okoz.",""
"luna_perk_cosmic_burst_name","Cosmic Burst","コズミックバースト","核裂变","核裂變","Космическая вспышка","Explosión Cósmica","Explosión Cósmica","Kosmische Explosion","Kosmiczny Wybuch","Supernova","Kozmik Patlama","Éclat cosmique","Explosão Cósmica","Explosão Cósmica","루나: 감마선 폭발","Kozmikus Robbanás",""
"luna_perk_cosmic_burst_description","When <color=#f5d6c1>Black Hole</color> ends, it shoots out <color=#f5d6c1>3</color> bullets that deal <color=#f5d6c1>50%</color> damage.","<color=#f5d6c1>ブラックホール</color>は最期にダメージ<color=#f5d6c1>50%</color>の弾<color=#f5d6c1>3</color>発を発射する。","<color=#f5d6c1>黑洞</color>消失时，会迸发出<color=#f5d6c1>3</color>颗造成<color=#f5d6c1>50%</color>伤害的子弹。","<color=#f5d6c1>黑洞</color>消失時，會迸發出<color=#f5d6c1>3</color>顆造成<color=#f5d6c1>50%</color>傷害的子彈。","Когда <color=#f5d6c1>Черная дыра</color> закрывается, она стреляет <color=#f5d6c1>3</color> снарядами, которые наносят <color=#f5d6c1>50%</color> урона.","Cuando <color=#f5d6c1>Agujero Negro</color> termina, dispara <color=#f5d6c1>3</color> balas que infligen <color=#f5d6c1>50%</color> de daño.","Cuando <color=#f5d6c1>Agujero Negro</color> termina, dispara <color=#f5d6c1>3</color> balas que infligen <color=#f5d6c1>50%</color> de daño.","Wenn das <color=#f5d6c1>Schwarze Loch</color> endet, schießt es <color=#f5d6c1>3</color> Schüsse,welche <color=#f5d6c1>50%</color> deines Waffenschadens verursachen.","Kiedy <color=#f5d6c1>Czarna Dziura</color> się kończy, wystrzeliwuje <color=#f5d6c1>3</color> pociski, które zmniejszają życie przeciwników o <color=#f5d6c1>50%</color>.","Quando il <color=#f5d6c1>Buco Nero</color> scompare, esplode in <color=#f5d6c1>3</color> proiettili che infliggono il <color=#f5d6c1>50%</color> del danno.","<color=#f5d6c1>Kara Delik</color> bittiğinde etrafına <color=#f5d6c1>50%</color> hasar veren <color=#f5d6c1>3</color> mermi fırlatır.","Quand le <color=#f5d6c1>Trou Noir</color> se termine, il éclate en <color=#f5d6c1>3</color> balles qui font <color=#f5d6c1>50%</color> de dégâts.","Quando o <color=#f5d6c1>Buraco Negro</color> encerrar, ele irá disparar <color=#f5d6c1>3</color> balas que causam <color=#f5d6c1>50%</color> de dano.","Quando o <color=#f5d6c1>Buraco Negro</color> encerrar, ele irá disparar <color=#f5d6c1>3</color> balas que causam <color=#f5d6c1>50%</color> de dano.","<color=#f5d6c1>블랙홀</color>이 끝날 때, <color=#f5d6c1>50%</color>의 피해량을 입히는 <color=#f5d6c1>3</color>개의 탄환을 발사합니다.","Amikor a <color=#f5d6c1>Fekete Lyuk</color> eltűnik, ki lő <color=#f5d6c1>3</color> golyót amik <color=#f5d6c1>50%</color> sebzést okoznak.",""
"luna_perk_parallel_star_name","Parallel Star","双子星","双子星","雙子星","Параллельная звезда","Estrella Paralela","Estrella Paralela","Paralleler Stern","Równoległa Gwiazda","Sistema Binario","Paralel Yıldız","Étoile parallèle","Estrela Paralela","Estrela Paralela","루나: 평행우주","Párhuzamos Csillag",""
"luna_perk_parallel_star_description","Create an additional <color=#f5d6c1>Black Hole</color> behind you.","追加で後方に<color=#f5d6c1>ブラックホール</color>を生成。","会同时在你的身后创造一个额外的<color=#f5d6c1>黑洞</color>。","會同時在你的身後創造一個額外的<color=#f5d6c1>黑洞</color>。","Создает дополнительную <color=#f5d6c1>Черную дыру</color> за спиной.","Crea un <color=#f5d6c1>Agujero Negro</color> adicional detrás de ti.","Crea un <color=#f5d6c1>Agujero Negro</color> adicional detrás de ti.","Erschaffe ein zusätzliches <color=#f5d6c1>Schwarzes Loch</color> hinter dir.","Tworzy dodatkową <color=#f5d6c1>Czarną Dziurę</color> za tobą.","Crea un <color=#f5d6c1>Buco Neri</color> aggiuntivo alle tue spalle.","Arkandan ilave olarak bir tane daha <color=#f5d6c1>Kara Delik</color> oluşturur.","Crée un deuxième <color=#f5d6c1>Trou Noir</color> derriere vous.","Cria um <color=#f5d6c1>Buraco Negro</color> adicional atrás de você.","Cria um <color=#f5d6c1>Buraco Negro</color> adicional atrás de você.","당신 뒤에 추가적인 <color=#f5d6c1>블랙홀</color>을 생성합니다.","Még egy <color=#f5d6c1>Fekete Lyukat</color> készítessz magad mögött.",""
"autoreload_options_label","Auto-Reload:","自動リロード：","自动换弹：","自動換彈：","Авто-перезарядка","Auto-Recarga:","Auto-Recarga:","Auto-Nachladen:","Automatyczne Przeładowanie:","Ricarica automatica:","Auto-Reload:","Rechargement automatique :","Recarga Automática:","Recarga Automática:","Auto-Reload:","Automata Újratöltés",""
"dark_arts_name","Dark Arts","暗黒術","邪道","邪道","Искусство тьмы","Artes Oscuras","Artes Oscuras","Dunkle Künste","Mroczna Sztuka","Arti Oscure","Dark Arts","Arts occultes","Artes das Trevas","Artes das Trevas","Dark Arts","Fekete Mágia",""
"dark_arts_description","Your bullets have a <color=#f5d6c1>35%</color> chance to inflict <color=#f5d6c1>Curse</color>.  <color=#f5d6c1>Curse</color> deals damage equal to <color=#f5d6c1>200%</color> of your Bullet Damage.","弾は<color=#f5d6c1>35%</color>の確率で<color=#f5d6c1>呪い</color>を与える。<color=#f5d6c1>呪い</color>は弾のダメージの<color=#f5d6c1>200%</color>を与える。","你的子弹有<color=#f5d6c1>35%</color>的几率施加<color=#f5d6c1>诅咒</color>。<color=#f5d6c1>诅咒</color>造成的伤害等同于<color=#f5d6c1>2</color>倍子弹伤害。","你的子彈有<color=#f5d6c1>35%</color>的幾率施加<color=#f5d6c1>詛咒</color>。<color=#f5d6c1>詛咒</color>造成的傷害等同於<color=#f5d6c1>2</color>倍子彈傷害。","Ваши снаряды имеют <color=#f5d6c1>35%</color> шанс наложить <color=#f5d6c1>Проклятие</color>. Урон <color=#f5d6c1>Проклятия</color> равен  <color=#f5d6c1>200%</color> урона ваших снарядов.","Tus balas tienen un <color=#f5d6c1>35%</color> de chances de infligir <color=#f5d6c1>Maldición</color>. <color=#f5d6c1>Maldición</color> inflige un daño igual al <color=#f5d6c1>200%</color> de tu Daño de Bala.","Tus balas tienen un <color=#f5d6c1>35%</color> de chances de infligir <color=#f5d6c1>Maldición</color>. <color=#f5d6c1>Maldición</color> inflige un daño igual al <color=#f5d6c1>200%</color> de tu Daño de Bala.","Deine Kugeln haben eine <color=#f5d6c1>35%</color> chance <color=#f5d6c1>Fluch</color> zu verursachen. <color=#f5d6c1>Fluch</color> verursacht Schaden in Höhe von <color=#f5d6c1>200%</color> deines Waffenschadens.","Twoje pociski mają <color=#f5d6c1>35%</color> szansy by <color=#f5d6c1>Zakląć</color> przeciwnika.  <color=#f5d6c1>Klątwa</color> zadaje obrażenia równe <color=#f5d6c1>200%</color> twoich Obrażen Pocisku.","I tuoi proiettili hanno una possibilità del <color=#f5d6c1>35%</color> di infliggere un <color=#f5d6c1>Anatema</color>. L'<color=#f5d6c1>Anatema</color> infligge il <color=#f5d6c1>200%</color> del tuo Danno Proiettile.","Your bullets have a <color=#f5d6c1>35%</color> chance to inflict <color=#f5d6c1>Curse</color>.  <color=#f5d6c1>Curse</color> deals damage equal to <color=#f5d6c1>200%</color> of your Bullet Damage.","Vos balles ont  <color=#f5d6c1>35%</color> de chances d'infliger <color=#f5d6c1>Malédiction</color>.  <color=#f5d6c1>Malédiction</color> inflige des dégâts égaux à <color=#f5d6c1>200%</color> de vos dégâts de balles.","As suas balas têm <color=#f5d6c1>35%</color> de chance de infligir a <color=#f5d6c1>Maldição</color>.  <color=#f5d6c1>Maldição</color> causa dano igual a <color=#f5d6c1>200%</color> do seu Dano de Bala.","As suas balas têm <color=#f5d6c1>35%</color> de chance de infligir a <color=#f5d6c1>Maldição</color>.  <color=#f5d6c1>Maldição</color> causa dano igual a <color=#f5d6c1>200%</color> do seu Dano de Bala.","Your bullets have a <color=#f5d6c1>35%</color> chance to inflict <color=#f5d6c1>Curse</color>.  <color=#f5d6c1>Curse</color> deals damage equal to <color=#f5d6c1>200%</color> of your Bullet Damage.","A golyóknak <color=#f5d6c1>35%</color> esélye van arra, hogy <color=#f5d6c1>Elátkozzon</color> egy ellenfelet. Az <color=#f5d6c1>Átok</color> a Golyó Sebzésed <color=#f5d6c1>200%</color>-át sebzi.",""
"wither_name","Wither","腐敗","凋零","凋零","Увядание","Marchitar","Marchitar","Verdorren","Usychanie","Arido","Wither","Flétrissement","Intimidação","Intimidação","Wither","Sorvadás",""
"wither_description","Enemies inflicted with <color=#f5d6c1>Curse</color> take <color=#f5d6c1>30%</color> more damage.","<color=#f5d6c1>呪い</color>を掛けられた敵に追加で<color=#f5d6c1>30%</color>のダメージを与える。","<color=#f5d6c1>诅咒</color>将造成额外<color=#f5d6c1>30%</color>的伤害。","<color=#f5d6c1>詛咒</color>將造成額外<color=#f5d6c1>30%</color>的傷害。","<color=#f5d6c1>Проклятые</color> враги получают <color=#f5d6c1>30%</color> больше урона.","Los enemigos infligidos con <color=#f5d6c1>Maldición</color> reciben <color=#f5d6c1>30%</color> más de daño.","Los enemigos infligidos con <color=#f5d6c1>Maldición</color> reciben <color=#f5d6c1>30%</color> más de daño.","<color=#f5d6c1>Verfluchte</color> Gegner nehmen <color=#f5d6c1>30%</color> mehr Schaden.","<color=#f5d6c1>Przeklęci</color> przeciwnicy przyjmują <color=#f5d6c1>30%</color> więcej obrażeń.","I nemici colpiti dal tuo <color=#f5d6c1>Anatema</color> subiscono il <color=#f5d6c1>30%</color> del danno in più.","Enemies inflicted with <color=#f5d6c1>Curse</color> take <color=#f5d6c1>30%</color> more damage.","Les ennemis touchés par <color=#f5d6c1>Malédiction</color> subissent <color=#f5d6c1>30%</color> de dégâts supplémentaires.","Inimigos infligidos com a <color=#f5d6c1>Maldição</color> recebem <color=#f5d6c1>30%</color> de dano a mais.","Inimigos infligidos com a <color=#f5d6c1>Maldição</color> recebem <color=#f5d6c1>30%</color> de dano a mais.","Enemies inflicted with <color=#f5d6c1>Curse</color> take <color=#f5d6c1>30%</color> more damage.","<color=#f5d6c1>Elátkozott</color> ellenfelek <color=#f5d6c1>30%</color>-al több sebzést szenvednek el.",""
"doom_name","Doom","破滅","厄运","厄運","Дум","Condenar","Condenar","Untergang","Fatum","Fato","Doom","Malheur","Condenação","Condenação","Doom","ítélet/Pusztulás",""
"doom_description","<color=#f5d6c1>Curse</color> takes <color=#f5d6c1>1</color> second longer to activate, but damage is increased by an additional <color=#f5d6c1>100%</color> of your Bullet Damage.","<color=#f5d6c1>呪い</color>は発動までに<color=#f5d6c1>1</color>秒かかる代わりに、追加で弾のダメージの<color=#f5d6c1>100%</color>を与える。","<color=#f5d6c1>诅咒</color>将延迟<color=#f5d6c1>1</color>秒生效，但会造成额外<color=#f5d6c1>100%</color>的子弹伤害。","<color=#f5d6c1>詛咒</color>將延遲<color=#f5d6c1>1</color>秒生效，但會造成額外<color=#f5d6c1>100%</color>的子彈傷害。","<color=#f5d6c1>Проклятье</color> накладывается на  <color=#f5d6c1>1</color> дольше, при этом его урон возрастает на доп.<color=#f5d6c1>100%</color> от урона ваших снарядов.","<color=#f5d6c1>Maldición</color> tarda <color=#f5d6c1>1</color> segundo más en activarse, pero el daño aumenta un <color=#f5d6c1>100%</color> adicional a tu Daño de Bala.","<color=#f5d6c1>Maldición</color> tarda <color=#f5d6c1>1</color> segundo más en activarse, pero el daño aumenta un <color=#f5d6c1>100%</color> adicional a tu Daño de Bala.","<color=#f5d6c1>Fluch</color> braucht <color=#f5d6c1>1</color> Sekunde länger um zu aktivieren, dafür verursacht er zusätzliche <color=#f5d6c1>100%</color> Schaden deines Waffenschadens","Czas do aktywacji <color=#f5d6c1>Klątwy</color> trwa <color=#f5d6c1>1</color> sekundę więcej, ale obrażenia są zwiększone o dodatkowe <color=#f5d6c1>100%</color> twoich Obrażeń Pocisku.","L'<color=#f5d6c1>Anatema</color> impiega <color=#f5d6c1>1</color> secondo in più ad attivarsi, ma infligge il <color=#f5d6c1>100%</color> in più del tuo Danno Proiettile.","<color=#f5d6c1>Curse</color> takes <color=#f5d6c1>1</color> second longer to activate, but damage is increased by an additional <color=#f5d6c1>100%</color> of your Bullet Damage.","<color=#f5d6c1>Malédiction</color> prend <color=#f5d6c1>1</color> seconde de plus pour s'activer, mais les dégâts sont augmentés de <color=#f5d6c1>100%</color> supplémentaires de vos dégâts par balle.","<color=#f5d6c1>Maldição</color> demora <color=#f5d6c1>1</color> segundo a mais para ativar, mas o dano é aumentado por um adicional de <color=#f5d6c1>100%</color> do seu Dano de Bala.","<color=#f5d6c1>Maldição</color> demora <color=#f5d6c1>1</color> segundo a mais para ativar, mas o dano é aumentado por um adicional de <color=#f5d6c1>100%</color> do seu Dano de Bala.","<color=#f5d6c1>Curse</color> takes <color=#f5d6c1>1</color> second longer to activate, but damage is increased by an additional <color=#f5d6c1>100%</color> of your Bullet Damage.","Az <color=#f5d6c1>Átok</color> <color=#f5d6c1>1</color> másodperccel később aktiválódik, de a sebzése a Golyó Sebzésed <color=#f5d6c1>100%</color>-val növekszik.",""
